ptest -- memset version 1.0
start	0	end	512
incr	1	ntry	10000
align	0	verbose	0
raw	1	diff	0
compare	1	baseline	0
seed	0	rand	1
rand_align	0	testmask	0x00
bytes   	   local	        	    i386	        	    i586	        	    i686	        	 i686fix	        	  lx_zan	        	 lx_simp	        	  lx_hyb	        	lx_hyb_BA	        	  lx_mmx	        	lx_mmx64	        	lx_mmx64simp	        	lx_mmx64_BA	        
     273	   0.000%	 184.747	  -0.313%	 185.324	 -59.220%	 294.153	   7.823%	 170.295	   7.982%	 170.001	   1.608%	 181.776	  10.855%	 164.693	   7.906%	 170.141	   7.861%	 170.223	  -3.330%	 190.899	  -0.766%	 186.162	   2.958%	 179.282	  -0.344%	 185.383
     274	   0.000%	 185.340	  -0.375%	 186.034	 -59.332%	 295.306	   7.641%	 171.178	   7.430%	 171.569	   1.521%	 182.520	  10.485%	 165.908	   7.670%	 171.125	   7.778%	 170.925	  -3.631%	 192.070	  -0.910%	 187.028	   2.923%	 179.923	  -0.337%	 185.966
     275	   0.000%	 186.429	   0.080%	 186.280	 -58.619%	 295.712	   7.905%	 171.691	   7.725%	 172.028	   1.611%	 183.425	  10.669%	 166.538	   7.618%	 172.228	   7.702%	 172.071	  -3.240%	 192.469	  -0.884%	 188.078	   3.256%	 180.360	  -0.372%	 187.123
     276	   0.000%	 182.189	  -0.206%	 182.564	 -59.977%	 291.460	   7.761%	 168.050	   7.887%	 167.819	   1.680%	 179.128	  10.667%	 162.755	   7.988%	 167.636	   7.868%	 167.854	  -3.569%	 188.690	  -0.858%	 183.753	   3.067%	 176.601	  -0.016%	 182.218
     277	   0.000%	 185.182	  -0.503%	 186.113	 -59.243%	 294.889	   7.472%	 171.345	   7.695%	 170.933	   1.509%	 182.389	  10.323%	 166.065	   7.611%	 171.088	   7.573%	 171.159	  -3.866%	 192.341	  -1.119%	 187.255	   2.838%	 179.928	  -0.619%	 186.328
     278	   0.000%	 186.544	  -0.131%	 186.788	 -58.980%	 296.569	   7.989%	 171.641	   7.873%	 171.857	   1.590%	 183.579	  10.590%	 166.789	   7.748%	 172.091	   7.779%	 172.032	  -3.335%	 192.766	  -0.714%	 187.877	   2.786%	 181.347	  -0.209%	 186.934
     279	   0.000%	 187.238	  -0.337%	 187.870	 -58.717%	 297.178	   7.810%	 172.616	   7.554%	 173.093	   1.318%	 184.770	  10.208%	 168.125	   7.642%	 172.930	   7.436%	 173.316	  -3.726%	 194.215	  -0.988%	 189.089	   2.849%	 181.904	  -0.015%	 187.266
     280	   0.000%	 182.749	  -0.500%	 183.663	 -59.929%	 292.270	   7.850%	 168.404	   7.951%	 168.219	   1.513%	 179.985	  10.667%	 163.255	   7.947%	 168.226	   7.917%	 168.281	  -3.791%	 189.678	  -0.940%	 184.467	   2.861%	 177.521	  -0.552%	 183.758
     281	   0.000%	 186.523	  -0.063%	 186.640	 -59.142%	 296.836	   8.459%	 170.746	   7.756%	 172.056	   1.778%	 183.207	  10.510%	 166.919	   7.742%	 172.082	   7.948%	 171.698	  -3.463%	 192.983	  -0.700%	 187.829	   3.053%	 180.829	  -0.261%	 187.010
     282	   0.000%	 187.185	  -0.356%	 187.852	 -59.066%	 297.747	   7.889%	 172.417	   7.722%	 172.729	   1.523%	 184.333	  10.351%	 167.809	   7.684%	 172.801	   7.704%	 172.764	  -3.566%	 193.860	  -1.002%	 189.061	   3.065%	 181.447	   0.014%	 187.159
     283	   0.000%	 188.113	  -0.260%	 188.602	 -58.594%	 298.335	   7.649%	 173.724	   7.829%	 173.385	   1.654%	 185.001	  10.386%	 168.576	   7.552%	 173.907	   7.644%	 173.733	  -3.474%	 194.647	  -0.549%	 189.145	   3.094%	 182.293	  -0.402%	 188.869
     284	   0.000%	 183.435	  -0.750%	 184.810	 -59.758%	 293.051	   7.617%	 169.463	   7.683%	 169.341	   1.514%	 180.657	  10.321%	 164.503	   7.529%	 169.625	   7.649%	 169.404	  -3.848%	 190.493	  -1.239%	 185.708	   2.654%	 178.566	  -0.482%	 184.319
     285	   0.000%	 187.033	  -0.372%	 187.729	 -59.192%	 297.740	   8.004%	 172.063	   7.189%	 173.586	   1.312%	 184.579	  10.049%	 168.238	   7.728%	 172.578	   7.648%	 172.729	  -3.679%	 193.914	  -0.957%	 188.823	   2.970%	 181.477	  -0.390%	 187.762
     286	   0.000%	 188.122	  -0.376%	 188.828	 -58.850%	 298.831	   7.667%	 173.698	   7.791%	 173.464	   1.341%	 185.599	  10.362%	 168.628	   7.802%	 173.444	   7.721%	 173.597	  -3.555%	 194.809	  -0.915%	 189.843	   2.810%	 182.835	  -0.286%	 188.660
     287	   0.000%	 189.017	  -0.183%	 189.362	 -58.258%	 299.134	   7.685%	 174.490	   7.697%	 174.467	   1.377%	 186.413	  10.378%	 169.401	   7.660%	 174.538	   7.684%	 174.493	  -3.607%	 195.834	  -0.743%	 190.421	   3.113%	 183.133	  -0.108%	 189.221
     288	   0.000%	 179.210	  -0.553%	 180.201	 -67.940%	 300.965	   8.007%	 164.861	   8.134%	 164.633	   1.386%	 176.727	  10.757%	 159.932	   7.833%	 165.172	   7.952%	 164.959	  -1.711%	 182.277	  -0.945%	 180.903	   2.988%	 173.856	  -0.188%	 179.547
     289	   0.000%	 189.255	  -0.290%	 189.805	 -62.734%	 307.983	   7.486%	 175.087	   7.392%	 175.265	   1.367%	 186.668	  10.089%	 170.162	   7.371%	 175.304	   7.521%	 175.021	  -1.640%	 192.360	  -0.816%	 190.799	   3.015%	 183.550	  -0.539%	 190.276
     290	   0.000%	 189.856	  -0.510%	 190.824	 -62.810%	 309.105	   7.373%	 175.858	   7.466%	 175.681	   1.153%	 187.666	  10.295%	 170.311	   7.200%	 176.187	   7.295%	 176.006	  -1.754%	 193.186	  -0.597%	 190.990	   3.056%	 184.053	  -0.531%	 190.864
     291	   0.000%	 191.213	  -0.463%	 192.099	 -62.603%	 310.919	   7.163%	 177.517	   7.121%	 177.597	   1.245%	 188.833	   9.721%	 172.625	   7.079%	 177.677	   6.864%	 178.089	  -1.964%	 194.970	  -0.990%	 193.107	   2.584%	 186.273	  -0.497%	 192.164
     292	   0.000%	 186.648	  -0.277%	 187.165	 -65.245%	 308.427	   7.482%	 172.684	   7.550%	 172.556	   1.669%	 183.533	  10.356%	 167.318	   7.446%	 172.751	   7.498%	 172.652	  -3.342%	 192.885	  -0.894%	 188.317	   2.958%	 181.127	  -0.288%	 187.186
     293	   0.000%	 190.281	  -0.470%	 191.176	 -63.846%	 311.768	   7.474%	 176.059	   7.482%	 176.044	   1.468%	 187.487	   9.973%	 171.305	   7.393%	 176.214	   7.214%	 176.555	  -3.106%	 196.191	  -0.489%	 191.213	   3.051%	 184.475	  -0.276%	 190.806
     294	   0.000%	 190.763	  -0.694%	 192.086	 -63.789%	 312.449	   7.283%	 176.869	   7.447%	 176.556	   1.470%	 187.958	  10.036%	 171.619	   7.286%	 176.864	   7.075%	 177.266	  -3.162%	 196.795	  -0.615%	 191.937	   2.724%	 185.566	  -0.351%	 191.433
     295	   0.000%	 191.345	  -0.625%	 192.540	 -64.210%	 314.209	   7.170%	 177.626	   7.051%	 177.853	   0.896%	 189.630	   9.923%	 172.358	   7.519%	 176.957	   7.206%	 177.557	  -3.345%	 197.745	  -0.838%	 192.949	   2.593%	 186.383	  -0.376%	 192.065
     296	   0.000%	 187.696	  -0.254%	 188.173	 -64.918%	 309.544	   7.499%	 173.621	   7.900%	 172.868	   1.582%	 184.727	  10.541%	 167.911	   7.359%	 173.884	   7.457%	 173.700	  -3.329%	 193.945	  -0.741%	 189.087	   2.993%	 182.079	  -0.061%	 187.811
     297	   0.000%	 192.256	  -0.216%	 192.671	 -62.816%	 313.023	   7.811%	 177.238	   7.547%	 177.747	   1.754%	 188.884	  10.239%	 172.571	   7.260%	 178.298	   7.650%	 177.548	  -2.698%	 197.443	  -0.278%	 192.790	   3.049%	 186.394	   0.174%	 191.921
     298	   0.000%	 192.605	  -0.297%	 193.178	 -63.238%	 314.404	   7.381%	 178.389	   7.277%	 178.590	   1.254%	 190.190	   9.927%	 173.486	   7.234%	 178.672	   7.231%	 178.678	  -2.866%	 198.124	  -0.612%	 193.783	   2.810%	 187.193	  -0.224%	 193.037
     299	   0.000%	 193.684	  -0.135%	 193.946	 -62.953%	 315.614	   7.262%	 179.619	   7.160%	 179.816	   1.123%	 191.509	  10.120%	 174.083	   7.367%	 179.415	   6.968%	 180.188	  -2.846%	 199.196	  -0.575%	 194.798	   2.871%	 188.124	  -0.194%	 194.059
     300	   0.000%	 190.202	  -0.151%	 190.489	 -64.055%	 312.036	   7.352%	 176.219	   7.296%	 176.325	   1.690%	 186.987	  10.348%	 170.519	   7.666%	 175.620	   7.230%	 176.450	  -3.045%	 195.994	  -0.627%	 191.394	   2.921%	 184.646	  -0.123%	 190.435
     301	   0.000%	 193.718	  -0.308%	 194.314	 -62.618%	 315.020	   7.553%	 179.087	   7.301%	 179.574	   1.675%	 190.473	   9.847%	 174.642	   7.247%	 179.679	   7.120%	 179.926	  -2.842%	 199.224	  -0.521%	 194.727	   3.026%	 187.855	  -0.054%	 193.823
     302	   0.000%	 194.529	  -0.289%	 195.091	 -62.847%	 316.783	   7.169%	 180.582	   7.263%	 180.399	   1.404%	 191.797	  10.134%	 174.814	   7.304%	 180.320	   7.286%	 180.354	  -2.954%	 200.275	  -0.982%	 196.439	   3.080%	 188.537	  -0.106%	 194.734
     303	   0.000%	 195.416	  -0.312%	 196.027	 -62.213%	 316.991	   7.772%	 180.228	   7.138%	 181.468	   1.422%	 192.638	  10.125%	 175.631	   7.293%	 181.164	   7.342%	 181.070	  -2.941%	 201.164	  -0.627%	 196.641	   2.775%	 189.993	  -0.242%	 195.890
     304	   0.000%	 191.501	  -0.299%	 192.074	 -63.446%	 313.000	   7.734%	 176.690	   7.743%	 176.673	   1.857%	 187.944	   9.939%	 172.467	   7.720%	 176.717	   7.748%	 176.664	  -2.765%	 196.796	  -0.217%	 191.916	   3.194%	 185.384	   0.019%	 191.464
     305	   0.000%	 194.980	   0.226%	 194.539	 -62.421%	 316.688	   7.523%	 180.313	   7.468%	 180.420	   1.787%	 191.496	  10.079%	 175.329	   7.450%	 180.455	   7.276%	 180.794	  -2.715%	 200.274	  -0.465%	 195.887	   3.155%	 188.829	   0.111%	 194.764
     306	   0.000%	 195.709	  -0.325%	 196.345	 -62.636%	 318.295	   7.466%	 181.097	   7.379%	 181.269	   1.893%	 192.005	  10.068%	 176.006	   7.322%	 181.379	   7.274%	 181.475	  -2.751%	 201.093	  -0.574%	 196.833	   2.972%	 189.892	  -0.082%	 195.869
     307	   0.000%	 195.898	  -0.436%	 196.752	 -62.536%	 318.405	   6.987%	 182.210	   7.034%	 182.118	   1.246%	 193.457	   9.738%	 176.821	   7.129%	 181.933	   7.148%	 181.895	  -3.005%	 201.785	  -0.759%	 197.384	   2.541%	 190.921	  -0.478%	 196.835
     308	   0.000%	 192.107	  -0.066%	 192.233	 -63.687%	 314.453	   7.606%	 177.495	   7.436%	 177.821	   1.531%	 189.166	  10.405%	 172.119	   7.472%	 177.751	   7.300%	 178.084	  -2.903%	 197.684	  -0.639%	 193.334	   2.915%	 186.507	  -0.076%	 192.253
     309	   0.000%	 195.185	  -0.331%	 195.832	 -62.723%	 317.612	   7.544%	 180.461	   7.387%	 180.767	   1.643%	 191.979	   9.681%	 176.289	   7.161%	 181.208	   7.105%	 181.318	  -2.960%	 200.964	  -1.042%	 197.218	   2.844%	 189.634	  -0.161%	 195.500
     310	   0.000%	 195.717	  -0.571%	 196.836	 -62.441%	 317.925	   7.254%	 181.520	   6.947%	 182.120	   1.163%	 193.441	   9.841%	 176.457	   6.894%	 182.225	   6.867%	 182.278	  -3.050%	 201.687	  -0.879%	 197.437	   2.739%	 190.357	  -0.509%	 196.714
     311	   0.000%	 196.446	  -0.600%	 197.626	 -62.666%	 319.552	   6.771%	 183.145	   6.938%	 182.817	   1.191%	 194.106	   9.770%	 177.254	   6.901%	 182.889	   6.906%	 182.879	  -3.182%	 202.697	  -1.109%	 198.624	   2.515%	 191.506	  -0.478%	 197.385
     312	   0.000%	 193.143	   0.227%	 192.706	 -62.931%	 314.691	   7.515%	 178.629	   7.382%	 178.885	   1.617%	 190.021	  10.263%	 173.322	   7.354%	 178.940	   7.467%	 178.721	  -2.657%	 198.276	  -0.473%	 194.057	   2.888%	 187.566	   0.100%	 192.950
     313	   0.000%	 196.334	  -0.182%	 196.692	 -62.270%	 318.591	   7.365%	 181.874	   7.166%	 182.266	   1.396%	 193.593	   9.822%	 177.051	   7.041%	 182.510	   7.107%	 182.380	  -2.760%	 201.753	  -0.567%	 197.448	   2.815%	 190.806	  -0.299%	 196.922
     314	   0.000%	 196.841	  -0.535%	 197.894	 -62.078%	 319.035	   7.061%	 182.941	   7.093%	 182.879	   1.744%	 193.409	   9.858%	 177.435	   7.189%	 182.691	   7.161%	 182.745	  -3.095%	 202.934	  -0.704%	 198.227	   2.637%	 191.650	  -0.451%	 197.728
     315	   0.000%	 198.266	   0.049%	 198.169	 -61.220%	 319.645	   7.291%	 183.810	   7.088%	 184.213	   1.502%	 195.288	  10.034%	 178.373	   7.349%	 183.695	   7.583%	 183.232	  -2.757%	 203.732	  -0.372%	 199.004	   2.828%	 192.658	   0.123%	 198.023
     316	   0.000%	 193.370	  -0.674%	 194.674	 -63.008%	 315.209	   7.119%	 179.604	   7.301%	 179.253	   1.278%	 190.900	   9.724%	 174.567	   7.167%	 179.512	   7.489%	 178.888	  -2.995%	 199.162	  -0.844%	 195.002	   2.836%	 187.887	  -0.324%	 193.998
     317	   0.000%	 197.419	  -0.420%	 198.248	 -61.497%	 318.826	   7.291%	 183.025	   7.254%	 183.099	   1.877%	 193.712	   9.951%	 177.774	   7.511%	 182.590	   7.799%	 182.022	  -2.721%	 202.790	  -0.517%	 198.440	   3.103%	 191.292	  -0.050%	 197.517
     318	   0.000%	 197.698	  -0.199%	 198.093	 -62.009%	 320.289	   7.071%	 183.719	   6.944%	 183.969	   1.230%	 195.266	   9.694%	 178.534	   7.189%	 183.486	   6.965%	 183.929	  -2.940%	 203.511	  -0.663%	 199.010	   2.481%	 192.794	  -0.197%	 198.088
     319	   0.000%	 198.577	  -0.484%	 199.539	 -62.014%	 321.723	   6.805%	 185.064	   6.985%	 184.707	   1.329%	 195.939	   9.768%	 179.181	   6.994%	 184.689	   7.047%	 184.584	  -2.924%	 204.384	  -0.781%	 200.129	   2.702%	 193.212	  -0.114%	 198.804
     320	   0.000%	 189.361	  -0.148%	 189.641	 -70.719%	 323.275	   7.391%	 175.366	   7.356%	 175.432	   1.401%	 186.708	  10.430%	 169.610	   7.414%	 175.322	   7.634%	 174.905	  -1.504%	 192.210	   3.263%	 183.183	   6.503%	 177.046	   3.375%	 182.970
     321	   0.000%	 200.273	  -0.463%	 201.200	 -64.820%	 330.090	   7.150%	 185.953	   7.042%	 186.170	   1.340%	 197.588	   9.421%	 181.405	   7.371%	 185.511	   7.045%	 186.164	  -1.016%	 202.308	   2.959%	 194.346	   6.439%	 187.376	   3.292%	 193.679
     322	   0.000%	 200.608	  -0.811%	 202.234	 -65.063%	 331.130	   6.321%	 187.927	   6.757%	 187.052	   1.159%	 198.283	   9.424%	 181.701	   6.552%	 187.465	   6.999%	 186.568	  -1.296%	 203.208	   2.829%	 194.932	   6.018%	 188.535	   3.367%	 193.853
     323	   0.000%	 202.246	  -0.597%	 203.453	 -64.534%	 332.762	   6.858%	 188.376	   7.107%	 187.873	   0.967%	 200.289	   9.309%	 183.418	   6.406%	 189.290	   6.667%	 188.762	  -1.513%	 205.305	   2.815%	 196.552	   5.606%	 190.908	   3.045%	 196.088
     324	   0.000%	 197.180	  -0.659%	 198.479	 -67.373%	 330.026	   6.789%	 183.793	   7.073%	 183.233	   1.231%	 194.752	   9.503%	 178.442	   6.862%	 183.649	   7.124%	 183.133	  -2.416%	 201.944	   1.407%	 194.406	   4.996%	 187.328	   1.923%	 193.388
     325	   0.000%	 201.147	   0.177%	 200.791	 -65.835%	 333.572	   7.086%	 186.894	   6.916%	 187.236	   1.288%	 198.555	   9.782%	 181.471	   6.918%	 187.232	   6.930%	 187.207	  -2.732%	 206.642	   2.096%	 196.930	   5.114%	 190.860	   2.040%	 197.043
     326	   0.000%	 201.446	  -0.610%	 202.675	 -66.172%	 334.748	   6.731%	 187.887	   6.618%	 188.115	   0.913%	 199.607	   8.944%	 183.429	   6.772%	 187.805	   6.873%	 187.602	  -2.650%	 206.785	   1.232%	 198.965	   4.896%	 191.584	   1.724%	 197.975
     327	   0.000%	 202.499	  -0.512%	 203.537	 -65.920%	 335.986	   7.094%	 188.134	   7.237%	 187.845	   1.548%	 199.365	   9.115%	 184.040	   6.719%	 188.894	   7.257%	 187.804	  -2.546%	 207.654	   1.438%	 199.586	   4.886%	 192.605	   1.899%	 198.653
     328	   0.000%	 198.116	  -0.393%	 198.894	 -67.036%	 330.926	   7.492%	 183.272	   6.904%	 184.438	   1.342%	 195.457	   9.766%	 178.768	   7.264%	 183.724	   6.782%	 184.679	  -2.702%	 203.469	   1.392%	 195.358	   4.825%	 188.557	   1.989%	 194.175
     329	   0.000%	 202.403	  -0.156%	 202.719	 -65.830%	 335.644	   7.340%	 187.545	   6.818%	 188.603	   1.453%	 199.461	   9.009%	 184.167	   6.530%	 189.186	   6.749%	 188.741	  -2.425%	 207.311	   1.270%	 199.832	   4.525%	 193.245	   1.914%	 198.528
     330	   0.000%	 203.099	  -0.459%	 204.032	 -65.831%	 336.802	   6.690%	 189.512	   6.558%	 189.779	   0.997%	 201.075	   9.238%	 184.336	   6.678%	 189.536	   6.418%	 190.065	  -2.559%	 208.297	   1.432%	 200.190	   4.432%	 194.098	   1.487%	 200.079
     331	   0.000%	 204.829	  -0.190%	 205.219	 -64.882%	 337.727	   7.033%	 190.424	   7.148%	 190.187	   1.767%	 201.209	   9.540%	 185.289	   6.969%	 190.553	   7.036%	 190.417	  -2.106%	 209.141	   1.811%	 201.120	   4.931%	 194.728	   2.075%	 200.579
     332	   0.000%	 200.968	  -0.388%	 201.748	 -66.057%	 333.722	   7.053%	 186.794	   7.359%	 186.178	   1.517%	 197.920	   9.295%	 182.288	   6.924%	 187.054	   6.882%	 187.137	  -2.442%	 205.875	   1.666%	 197.620	   4.697%	 191.529	   2.099%	 196.750
     333	   0.000%	 204.164	  -0.319%	 204.814	 -65.182%	 337.242	   7.127%	 189.612	   6.624%	 190.640	   1.502%	 201.097	   9.506%	 184.756	   6.725%	 190.435	   6.606%	 190.677	  -2.728%	 209.734	   1.394%	 201.317	   4.852%	 194.258	   1.840%	 200.407
     334	   0.000%	 205.371	  -0.122%	 205.622	 -64.767%	 338.384	   7.632%	 189.698	   6.617%	 191.783	   1.837%	 201.599	   9.255%	 186.363	   6.674%	 191.666	   7.051%	 190.889	  -2.343%	 210.184	   1.668%	 201.946	   4.627%	 195.869	   2.143%	 200.971
     335	   0.000%	 205.853	  -0.315%	 206.502	 -65.232%	 340.136	   6.610%	 192.247	   6.686%	 192.089	   0.951%	 203.895	   9.178%	 186.960	   6.719%	 192.021	   6.477%	 192.520	  -2.450%	 210.896	   1.487%	 202.792	   4.834%	 195.903	   2.011%	 201.714
     336	   0.000%	 201.546	  -0.610%	 202.776	 -66.327%	 335.226	   6.783%	 187.874	   6.679%	 188.085	   1.317%	 198.892	   9.418%	 182.565	   6.771%	 187.899	   6.853%	 187.735	  -2.596%	 206.777	   1.584%	 198.353	   4.625%	 192.224	   2.161%	 197.189
     337	   0.000%	 205.117	  -0.602%	 206.352	 -65.158%	 338.769	   6.698%	 191.378	   6.585%	 191.610	   1.263%	 202.527	   8.963%	 186.732	   6.790%	 191.191	   6.965%	 190.831	  -2.338%	 209.914	   1.623%	 201.789	   4.714%	 195.448	   1.845%	 201.334
     338	   0.000%	 206.033	  -0.220%	 206.486	 -65.355%	 340.686	   6.720%	 192.189	   6.685%	 192.260	   1.343%	 203.265	   9.405%	 186.656	   6.534%	 192.570	   6.823%	 191.976	  -2.395%	 210.968	   1.504%	 202.934	   4.648%	 196.456	   2.092%	 201.724
     339	   0.000%	 207.438	  -0.061%	 207.564	 -64.606%	 341.455	   6.570%	 193.810	   6.875%	 193.176	   1.716%	 203.879	   9.184%	 188.388	   7.325%	 192.244	   7.339%	 192.214	  -2.266%	 212.139	   1.902%	 203.493	   4.963%	 197.143	   2.129%	 203.022
     340	   0.000%	 202.345	  -0.663%	 203.688	 -66.128%	 336.153	   6.847%	 188.491	   6.617%	 188.956	   1.566%	 199.176	   9.348%	 183.429	   6.452%	 189.290	   7.042%	 188.096	  -2.518%	 207.440	   1.406%	 199.501	   4.584%	 193.071	   1.902%	 198.498
     341	   0.000%	 206.079	  -0.194%	 206.478	 -65.027%	 340.085	   7.004%	 191.645	   7.135%	 191.375	   1.510%	 202.968	   9.251%	 187.014	   6.905%	 191.849	   6.999%	 191.656	  -2.386%	 210.995	   1.467%	 203.055	   4.906%	 195.969	   2.029%	 201.897
     342	   0.000%	 206.906	  -0.316%	 207.559	 -64.871%	 341.129	   6.294%	 193.883	   6.361%	 193.744	   1.252%	 204.316	   9.240%	 187.788	   6.662%	 193.122	   6.988%	 192.448	  -2.163%	 211.381	   1.361%	 204.091	   4.887%	 196.795	   2.029%	 202.708
     343	   0.000%	 207.511	  -0.528%	 208.608	 -64.901%	 342.189	   6.901%	 193.192	   6.568%	 193.882	   1.570%	 204.254	   8.635%	 189.592	   6.602%	 193.810	   6.595%	 193.826	  -2.439%	 212.573	   1.350%	 204.710	   4.502%	 198.169	   1.849%	 203.674
     344	   0.000%	 203.608	  -0.282%	 204.182	 -65.594%	 337.161	   7.188%	 188.973	   6.742%	 189.880	   1.347%	 200.865	   9.154%	 184.968	   6.936%	 189.485	   6.670%	 190.028	  -2.154%	 207.993	   1.477%	 200.600	   4.700%	 194.039	   1.985%	 199.567
     345	   0.000%	 206.798	  -0.468%	 207.766	 -64.223%	 339.610	   6.641%	 193.064	   6.601%	 193.146	   1.160%	 204.399	   9.147%	 187.881	   6.629%	 193.088	   6.782%	 192.772	  -2.219%	 211.386	   1.365%	 203.975	   4.958%	 196.545	   2.040%	 202.579
     346	   0.000%	 207.213	  -0.553%	 208.360	 -65.261%	 342.442	   6.547%	 193.647	   6.085%	 194.604	   1.325%	 204.467	   9.008%	 188.548	   6.394%	 193.963	   6.377%	 193.999	  -2.664%	 212.734	   1.157%	 204.815	   4.431%	 198.032	   1.533%	 204.037
     347	   0.000%	 208.178	  -0.483%	 209.184	 -64.398%	 342.241	   6.541%	 194.561	   6.437%	 194.777	   1.226%	 205.625	   8.961%	 189.522	   6.420%	 194.813	   6.758%	 194.109	  -2.601%	 213.592	   1.206%	 205.666	   4.497%	 198.816	   1.712%	 204.615
     348	   0.000%	 204.991	   0.061%	 204.866	 -65.026%	 338.288	   7.105%	 190.427	   7.005%	 190.631	   1.862%	 201.175	   9.744%	 185.017	   6.996%	 190.649	   7.143%	 190.348	  -2.047%	 209.188	   1.967%	 200.958	   5.129%	 194.476	   2.235%	 200.410
     349	   0.000%	 208.139	  -0.141%	 208.432	 -64.380%	 342.139	   6.796%	 193.993	   6.888%	 193.802	   1.739%	 204.519	   9.369%	 188.638	   7.110%	 193.341	   6.702%	 194.190	  -2.081%	 212.471	   1.620%	 204.767	   4.760%	 198.232	   2.052%	 203.867
     350	   0.000%	 208.560	  -0.263%	 209.109	 -64.087%	 342.219	   6.565%	 194.869	   6.728%	 194.527	   1.576%	 205.273	   9.076%	 189.631	   6.597%	 194.802	   6.881%	 194.209	  -2.280%	 213.316	   1.571%	 205.283	   4.641%	 198.881	   1.609%	 205.204
     351	   0.000%	 209.173	  -0.365%	 209.937	 -64.421%	 343.924	   6.258%	 196.083	   6.516%	 195.543	   1.472%	 206.094	   9.081%	 190.178	   6.600%	 195.368	   6.571%	 195.427	  -2.328%	 214.043	   1.311%	 206.431	   4.496%	 199.767	   1.913%	 205.171
     352	   0.000%	 200.694	   0.148%	 200.397	 -71.849%	 344.890	   7.144%	 186.357	   7.369%	 185.904	   1.678%	 197.326	   9.991%	 180.642	   7.065%	 186.515	   7.118%	 186.408	  -0.527%	 201.751	   1.878%	 196.925	   5.167%	 190.324	   1.845%	 196.991
     353	   0.000%	 211.203	  -0.342%	 211.925	 -67.209%	 353.150	   6.620%	 197.221	   6.825%	 196.788	   1.259%	 208.544	   9.531%	 191.073	   6.498%	 197.478	   6.735%	 196.979	  -0.517%	 212.295	   1.785%	 207.432	   4.877%	 200.902	   2.333%	 206.276
     354	   0.000%	 212.319	  -0.020%	 212.361	 -66.617%	 353.759	   6.575%	 198.359	   6.441%	 198.643	   1.545%	 209.037	   9.120%	 192.956	   6.356%	 198.825	   6.374%	 198.785	  -0.455%	 213.285	   1.845%	 208.401	   5.043%	 201.612	   2.194%	 207.661
     355	   0.000%	 213.218	  -0.652%	 214.609	 -66.581%	 355.180	   6.180%	 200.041	   6.304%	 199.777	   1.114%	 210.842	   8.422%	 195.261	   6.749%	 198.827	   6.012%	 200.399	  -0.837%	 215.003	   1.604%	 209.798	   4.796%	 202.993	   2.086%	 208.771
     356	   0.000%	 208.997	  -0.199%	 209.413	 -68.591%	 352.350	   6.932%	 194.510	   7.236%	 193.874	   1.362%	 206.150	   9.264%	 189.636	   7.026%	 194.313	   6.921%	 194.533	  -1.451%	 212.030	   2.004%	 204.809	   5.219%	 198.088	   2.638%	 203.483
     357	   0.000%	 211.606	  -0.450%	 212.558	 -69.077%	 357.777	   6.670%	 197.491	   6.068%	 198.765	   1.184%	 209.101	   8.812%	 192.960	   6.403%	 198.057	   6.490%	 197.874	  -2.210%	 216.283	   1.344%	 208.761	   4.852%	 201.340	   2.137%	 207.084
     358	   0.000%	 212.706	  -0.559%	 213.894	 -68.015%	 357.378	   6.792%	 198.259	   6.088%	 199.756	   0.973%	 210.636	   9.085%	 193.382	   6.697%	 198.461	   6.199%	 199.519	  -1.766%	 216.463	   1.283%	 209.977	   4.624%	 202.871	   1.934%	 208.591
     359	   0.000%	 213.844	  -0.023%	 213.892	 -68.060%	 359.386	   6.276%	 200.422	   6.736%	 199.440	   1.328%	 211.005	   8.321%	 196.050	   6.272%	 200.431	   6.627%	 199.673	  -1.662%	 217.398	   1.145%	 211.396	   4.955%	 203.248	   2.322%	 208.879
     360	   0.000%	 209.031	  -0.392%	 209.851	 -68.961%	 353.180	   6.300%	 195.863	   6.801%	 194.815	   0.973%	 206.997	   8.617%	 191.020	   5.990%	 196.511	   6.337%	 195.785	  -2.019%	 213.251	   1.337%	 206.236	   4.434%	 199.763	   1.804%	 205.261
     361	   0.000%	 213.884	   0.003%	 213.878	 -67.572%	 358.410	   6.809%	 199.321	   6.363%	 200.275	   1.370%	 210.955	   9.095%	 194.431	   6.544%	 199.887	   6.627%	 199.710	  -1.746%	 217.618	   2.006%	 209.594	   4.743%	 203.740	   2.196%	 209.187
     362	   0.000%	 214.266	  -0.183%	 214.657	 -67.869%	 359.686	   6.365%	 200.627	   6.376%	 200.604	   1.786%	 210.439	   8.268%	 196.550	   6.669%	 199.976	   6.621%	 200.080	  -1.698%	 217.904	   1.811%	 210.385	   4.445%	 204.742	   2.129%	 209.704
     363	   0.000%	 214.615	  -0.494%	 215.675	 -67.972%	 360.494	   7.059%	 199.465	   5.968%	 201.807	   1.357%	 211.702	   8.601%	 196.155	   6.460%	 200.751	   6.330%	 201.030	  -1.987%	 218.880	   1.389%	 211.635	   4.657%	 204.621	   1.844%	 210.656
     364	   0.000%	 211.317	  -0.293%	 211.936	 -68.711%	 356.515	   6.527%	 197.525	   6.341%	 197.917	   1.514%	 208.118	   8.800%	 192.720	   6.015%	 198.606	   6.664%	 197.234	  -2.047%	 215.643	   1.127%	 208.936	   4.708%	 201.368	   1.939%	 207.220
